TF name,#Gain,#Loss,Percent_gain,Percent_loss,FC,log2FC,abs(log2FC),DBD_family,p_value_fisher,q_value_fisher,TF_binding
ZNF449,22,0,0.018628596589273315,0.0,23.0,4.523561956057013,4.523561956057013,C2H2 ZF,0.000183961613343349,0.07413653017736964,Neutral
ZNF549,2,44,0.0016935087808430287,0.03725719317854663,0.045454545454545456,-4.459431618637297,4.459431618637297,C2H2 ZF,8.087881104244885e-07,0.00032594160850106887,LOF
ZBTB26,17,1,0.014394824637165744,0.0008467543904215144,17.0,4.087462841250339,4.087462841250339,C2H2 ZF,0.007230255839822024,1.0,Neutral
SETBP1,920,11981,0.7790140391877932,10.144964351640164,0.07678824805942742,-3.7029706570015217,3.7029706570015217,AT hook,0.0,0.0,LOF
DMRT2,129,1581,0.10923131636437534,1.3387186912564142,0.08159392789373814,-3.6153943969351165,3.6153943969351165,DM,1.2549526103978754e-179,5.057459019903438e-177,LOF
TBPL2,2499,30135,2.1160392216633643,25.516943555352334,0.08292682926829269,-3.5920172582551064,3.5920172582551064,TBP,0.0,0.0,LOF
TBP,2329,25638,1.9720909752917068,21.709089061626784,0.0908417193228801,-3.4605011781914015,3.4605011781914015,TBP,0.0,0.0,LOF
ZNF512,1,11,0.0008467543904215144,0.009314298294636657,0.09090909090909091,-3.4594316186372973,3.4594316186372973,C2H2 ZF; BED ZF,0.06864988558352403,1.0,Neutral
DNMT3A,3272,32147,2.7705803654591947,27.22061338888042,0.1017824369303512,-3.296439456258352,3.296439456258352,GATA,0.0,0.0,LOF
ARID5A,874,8414,0.7400633372284036,7.124591441006622,0.10387449488946993,-3.267086633268191,3.267086633268191,ARID/BRIGHT,0.0,0.0,LOF
AHCTF1,2654,24562,2.247286152178699,20.797981337533233,0.10805309013923947,-3.2101877634136042,3.2101877634136042,AT hook,0.0,0.0,LOF
HOXD13,3555,32499,3.0102118579484833,27.518670934308794,0.10938798116865134,-3.192473861884175,3.192473861884175,Homeodomain,0.0,0.0,LOF
ZNF555,5,45,0.0042337719521075715,0.03810394756896814,0.1111111111111111,-3.1699250014423126,3.1699250014423126,C2H2 ZF,2.029502412840085e-05,0.008178894723745543,LOF
ARID3C,1683,15112,1.4250876390794087,12.796152348049924,0.11136844891476971,-3.1665875250584206,3.1665875250584206,ARID/BRIGHT,0.0,0.0,LOF
HLX,1359,12191,1.150739216582838,10.322782773628681,0.11147567877942745,-3.1651991105866784,3.1651991105866784,Homeodomain,0.0,0.0,LOF
HOXC6,628,5627,0.531761757184711,4.764686954901861,0.11160476275102185,-3.1635294991659304,3.1635294991659304,Homeodomain,0.0,0.0,LOF
ARID5B,124,1078,0.10499754441226777,0.9128012328743924,0.1150278293135436,-3.1199451523656303,3.1199451523656303,ARID/BRIGHT,1.0454867104467055e-105,4.2133114431002233e-103,LOF
DBX1,388,3328,0.3285407034835476,2.8179986113227997,0.11658653846153846,-3.1005268759539644,3.1005268759539644,Homeodomain,4.086e-321,1.646627e-318,LOF
SOX1,2160,17468,1.828989483310471,14.791105691883013,0.12365468284863751,-3.015611218729424,3.015611218729424,HMG/Sox,0.0,0.0,LOF
ZNF680,1,8,0.0008467543904215144,0.006774035123372115,0.125,-3.0,3.0,C2H2 ZF,0.13122171945701358,1.0,Neutral
TRIM22,7,0,0.0059272807329506004,0.0,8.0,3.0,3.0,Unknown,0.06993006993006994,1.0,Neutral
HOXB13,1566,12421,1.3260173754000915,10.51753628342563,0.12607680541019242,-2.9876252101617706,2.9876252101617706,Homeodomain,0.0,0.0,LOF
DBX2,1688,13247,1.4293214110315162,11.216955409913801,0.12742507737600967,-2.972278865599721,2.972278865599721,Homeodomain,0.0,0.0,LOF
HMGB3,1433,11024,1.21339904147403,9.334620400006774,0.12998911465892599,-2.9435372784421454,2.9435372784421454,HMG/Sox,0.0,0.0,LOF
