TF name,#Gain,#Loss,Percent_gain,Percent_loss,FC,log2FC,abs(log2FC),DBD_family,p_value_fisher,q_value_fisher,TF_binding
E2F8,61,5,0.012261355824546029,0.0010050291659463957,12.2,3.608809242675524,3.608809242675524,E2F,7.107378494666949e-08,2.8642735333507803e-05,GOF
BMI1,9,0,0.0018090524987035123,0.0,10.0,3.321928094887362,3.321928094887362,Unknown,0.029411764705882356,1.0,Neutral
ARID4A,280,31,0.056281633292998165,0.0062311808288676536,9.03225806451613,3.1750867065580914,3.1750867065580914,ARID/BRIGHT,4.089634289312321e-29,1.6481226185928654e-26,GOF
ZBTB2,314,37,0.06311583162143365,0.007437215828003329,8.486486486486486,3.085167383262677,3.085167383262677,C2H2 ZF,1.588012165593668e-31,6.399689027342481e-29,GOF
ZBTB11,352,57,0.07075405328262627,0.011457332491788912,6.175438596491228,2.6265416044725556,2.6265416044725556,C2H2 ZF,2.106370469439452e-29,8.488672991840992e-27,GOF
HOXA3,601,104,0.12080450574675677,0.02090460665168503,5.778846153846154,2.5307814625700935,2.5307814625700935,Homeodomain,5.169711915805079e-47,2.0833939020694468e-44,GOF
DNMT1,26449,4703,5.316403282023244,0.9453304334891799,5.623857112481395,2.4915599397637105,2.4915599397637105,CxxC,0.0,0.0,GOF
KMT2A,59970,10689,12.05431981636107,2.1485513509602048,5.6104406399101885,2.4881140834986906,2.4881140834986906,CxxC; AT hook,0.0,0.0,GOF
ZNF574,480,89,0.096482799930854,0.017889519153845845,5.393258426966292,2.4311571646421206,2.4311571646421206,C2H2 ZF,4.734494843013315e-36,1.908001421734366e-33,GOF
FBXL19,70544,13225,14.179755496504509,2.658302143928217,5.33413988657845,2.415255659726997,2.415255659726997,CxxC,0.0,0.0,GOF
KDM2B,52864,9947,10.625972365718052,1.9994050227337596,5.314567206192822,2.409952210119061,2.409952210119061,CxxC,0.0,0.0,GOF
GABPA,891,170,0.17909619737164773,0.034170991642177455,5.241176470588235,2.3898906853842203,2.3898906853842203,Ets,3.3855574284897955e-64,1.3643796436813875e-61,GOF
ZNF549,9,47,0.0018090524987035123,0.009447274159896121,0.19148936170212766,-2.384663850235325,2.384663850235325,C2H2 ZF,0.00024272439214416966,0.09781793003410037,Neutral
CREM,1013,202,0.20361890902073979,0.04060317830423439,5.014851485148514,2.326206976049343,2.326206976049343,bZIP,2.6387074778404985e-70,1.063399113569721e-67,GOF
ZNF707,0,4,0.0,0.0008040233327571166,0.2,-2.321928094887362,2.321928094887362,C2H2 ZF,0.4285714285714286,1.0,Neutral
PHF1,9357,1905,1.8808115811520851,0.3829161122255768,4.911811023622048,2.296255055714624,2.296255055714624,CxxC,0.0,0.0,GOF
