TF name,#Gain,#Loss,Percent_gain,Percent_loss,FC,log2FC,abs(log2FC),DBD_family,p_value_fisher,q_value_fisher,TF_binding
AHDC1,12,1,0.07952286282306163,0.0066269052352551355,12.0,3.584962500721156,3.584962500721156,AT hook,0.030205949656750566,1.0,Neutral
MLXIP,711,70,4.711729622266402,0.4638833664678595,10.157142857142857,3.344422732674449,3.344422732674449,bHLH,1.0643146620279949e-75,4.2891880879728194e-73,GOF
ZFY,0,7,0.0,0.04638833664678595,0.125,-3.0,3.0,C2H2 ZF,0.06993006993006994,1.0,Neutral
TBX10,104,13,0.6891981444665342,0.08614976805831677,8.0,3.0,3.0,T-box,5.677176282685142e-11,2.2879020419221122e-08,GOF
PLAGL2,20,153,0.13253810470510272,1.0139165009940359,0.13071895424836602,-2.9354597478052895,2.9354597478052895,C2H2 ZF,3.1045521484815594e-15,1.2511345158380685e-12,LOF
NR2C2,7,1,0.04638833664678595,0.0066269052352551355,7.0,2.807354922057604,2.807354922057604,Nuclear receptor,0.2820512820512821,1.0,Neutral
ZNF574,6,0,0.039761431411530816,0.0,7.0,2.807354922057604,2.807354922057604,C2H2 ZF,0.1818181818181818,1.0,Neutral
CREB3L2,367,54,2.432074221338635,0.35785288270377735,6.796296296296297,2.764748750679744,2.764748750679744,bZIP,1.866532461920711e-32,7.522125821540465e-30,GOF
PRDM1,2,13,0.013253810470510271,0.08614976805831677,0.15384615384615385,-2.700439718141092,2.700439718141092,C2H2 ZF,0.050174912543728134,1.0,Neutral
ARID3B,690,108,4.572564612326044,0.7157057654075547,6.388888888888889,2.675565049502063,2.675565049502063,ARID/BRIGHT,2.727922691662295e-57,1.0993528447399048e-54,GOF
ZNF687,5,0,0.03313452617627568,0.0,6.0,2.584962500721156,2.584962500721156,C2H2 ZF,0.16666666666666666,1.0,Neutral
VEZF1,42,238,0.2783300198807157,1.5772034459907223,0.17647058823529413,-2.502500340529183,2.502500340529183,C2H2 ZF,4.567213220441358e-19,1.840586927837867e-16,LOF
DMRTA2,990,182,6.560636182902584,1.2060967528164348,5.43956043956044,2.4434900747682757,2.4434900747682757,DM,5.2839174013584365e-73,2.1294187127474498e-70,GOF
WT1,1567,293,10.384360503644798,1.9416832339297547,5.348122866894198,2.4190326100503325,2.4190326100503325,C2H2 ZF,3.311678956146088e-113,1.3346066193268735e-110,GOF
MYPOP,806,151,5.34128561961564,1.0006626905235254,5.337748344370861,2.4162312892028885,2.4162312892028885,Myb/SANT,4.944269174873842e-59,1.9925404774741584e-56,GOF
CREBZF,390,74,2.584493041749503,0.49039098740888004,5.27027027027027,2.3978769481206608,2.3978769481206608,bZIP,6.398739236288147e-29,2.5786919122241233e-26,GOF
PLAGL1,268,1384,1.7760106030483764,9.171636845593108,0.1936416184971098,-2.368539037178952,2.368539037178952,C2H2 ZF,1.6170046576250258e-97,6.516528770228855e-95,LOF
SREBF1,173,34,1.1464546056991385,0.2253147779986746,5.088235294117647,2.347165386386385,2.347165386386385,bHLH,2.581045251620816e-13,1.0401612364031888e-10,GOF
CBFB,0,4,0.0,0.026507620941020542,0.2,-2.321928094887362,2.321928094887362,CBF/NF-Y,0.4285714285714286,1.0,Neutral
