TF name,#Gain,#Loss,Percent_gain,Percent_loss,FC,log2FC,abs(log2FC),DBD_family,p_value_fisher,q_value_fisher,TF_binding
HOXD13,1769,1,30.437026841018582,0.017205781142463867,1769.0,10.788718332690458,10.788718332690458,Homeodomain,0.0,0.0,GOF
DNMT3A,1753,0,30.16173434273916,0.0,1754.0,10.776433032444734,10.776433032444734,GATA,0.0,0.0,GOF
TBP,1602,0,27.563661390227118,0.0,1603.0,10.646558710154547,10.646558710154547,TBP,1.4496819428464545e-300,5.842218229671212e-298,GOF
TBPL2,1538,0,26.462491397109428,0.0,1539.0,10.58777751632821,10.58777751632821,TBP,1.430179868044408e-288,5.763624868218964e-286,GOF
AHCTF1,1215,0,20.9050240880936,0.0,1216.0,10.247927513443585,10.247927513443585,AT hook,2.81645152416297e-228,1.135029964237677e-225,GOF
ARID3C,918,0,15.79490708878183,0.0,919.0,9.843921051289035,9.843921051289035,ARID/BRIGHT,2.2305012053244175e-172,8.988919857457403e-170,GOF
PAX6,883,0,15.192704748795595,0.0,884.0,9.787902559391432,9.787902559391432,Homeodomain; Paired box,4.668809757674213e-166,1.8815303323427077e-163,GOF
HOXB13,792,0,13.626978664831384,0.0,793.0,9.63117705570398,9.63117705570398,Homeodomain,9.158375682007378e-149,3.690825399848973e-146,GOF
HMGB3,777,0,13.368891947694426,0.0,778.0,9.603626344986193,9.603626344986193,HMG/Sox,3.4235117438610883e-146,1.3796752327760187e-143,GOF
WT1,706,0,12.147281486579491,0.0,707.0,9.4655664048094,9.4655664048094,C2H2 ZF,1.199253068657018e-132,4.832989866687783e-130,GOF
DBX2,705,0,12.130075705437028,0.0,706.0,9.46352437327118,9.46352437327118,Homeodomain,1.0662546186988347e-132,4.297006113356304e-130,GOF
HLX,653,1,11.235375086028906,0.017205781142463867,653.0,9.350939181546432,9.350939181546432,Homeodomain,1.4607403035276763e-120,5.886783423216536e-118,GOF
LIN54,583,0,10.030970406056435,0.0,584.0,9.189824558880018,9.189824558880018,TCR/CxC,7.792238875640467e-110,3.140272266883108e-107,GOF
SETBP1,494,1,8.49965588437715,0.017205781142463867,494.0,8.948367231584678,8.948367231584678,AT hook,4.0258579833908245e-91,1.6224207673065024e-88,GOF
ARID5A,483,0,8.310392291810048,0.0,484.0,8.918863237274595,8.918863237274595,ARID/BRIGHT,4.290300810502135e-91,1.7289912266323603e-88,GOF
SHOX,399,1,6.865106675843084,0.017205781142463867,399.0,8.640244936222345,8.640244936222345,Homeodomain,3.5804866057676716e-73,1.4429361021243717e-70,GOF
DMRTA2,380,0,6.5381968341362695,0.0,381.0,8.573647187493322,8.573647187493322,DM,1.4925070523764624e-71,6.014803421077144e-69,GOF
FOXC1,277,0,4.766001376462492,0.0,278.0,8.118941072723507,8.118941072723507,Forkhead,1.732297052856103e-52,6.981157123010095e-50,GOF
NOBOX,747,3,12.852718513420509,0.051617343427391604,249.0,7.960001932068081,7.960001932068081,Homeodomain,1.8059714340837412e-134,7.278064879357477e-132,GOF
ST18,668,3,11.493461803165864,0.051617343427391604,222.66666666666666,7.798741791752896,7.798741791752896,C2H2 ZF,4.808366954364237e-120,1.9377718826087875e-117,GOF
ARID3B,184,0,3.165863730213352,0.0,185.0,7.531381460516312,7.531381460516312,ARID/BRIGHT,8.050454748243702e-35,3.244333263542212e-32,GOF
TLX2,182,1,3.131452167928424,0.017205781142463867,182.0,7.507794640198696,7.507794640198696,Homeodomain,4.4726196887838136e-33,1.802465734579877e-30,GOF
PROP1,1065,6,18.324156916724018,0.10323468685478321,177.5,7.471675214392045,7.471675214392045,Homeodomain,8.236611051255357e-189,3.3193542536559087e-186,GOF
VENTX,173,0,2.976600137646249,0.0,174.0,7.442943495848728,7.442943495848728,Homeodomain,5.359902753550854e-33,2.1600408096809943e-30,GOF
DBX1,153,0,2.632484514796972,0.0,154.0,7.266786540694901,7.266786540694901,Homeodomain,3.0015868321551616e-29,1.2096394933585301e-26,GOF
LHX9,1077,7,18.530626290433585,0.12044046799724707,153.85714285714286,7.265447612486604,7.265447612486604,Homeodomain,2.910236768568067e-189,1.172825417732931e-186,GOF
FOXA3,286,2,4.9208534067446665,0.034411562284927734,143.0,7.159871336778389,7.159871336778389,Forkhead,1.2315336698495562e-50,4.9630806894937116e-48,GOF
TFAP2D,0,136,0.0,2.339986235375086,0.0072992700729927005,-7.098032082960526,7.098032082960526,AP-2,7.968041741583907e-26,3.2111208218583144e-23,LOF
HOXB7,137,1,2.35719201651755,0.017205781142463867,137.0,7.098032082960526,7.098032082960526,Homeodomain,1.5799249679433716e-24,6.367097620811788e-22,GOF
PAX4,683,5,11.751548520302821,0.08602890571231935,136.6,7.093813673402728,7.093813673402728,Homeodomain; Paired box,1.5678620386239817e-119,6.318484015654646e-117,GOF
VEZF1,1,124,0.017205781142463867,2.1335168616655196,0.008064516129032258,-6.954196310386875,6.954196310386875,C2H2 ZF,2.2879200854277596e-22,9.220317944273871e-20,LOF
MSX2,979,8,16.84445973847213,0.13764624913971094,122.375,6.935165049603695,6.935165049603695,Homeodomain,5.576811480269464e-170,2.247455026548594e-167,GOF
PLAGL2,0,115,0.0,1.9786648313833448,0.008620689655172414,-6.857980995127572,6.857980995127572,C2H2 ZF,3.9714590057743664e-22,1.6004979793270697e-19,LOF
OTP,685,6,11.78596008258775,0.10323468685478321,114.16666666666667,6.834997677126733,6.834997677126733,Homeodomain,1.000549936093088e-118,4.032216242455144e-116,GOF
FOXP1,108,0,1.8582243633860978,0.0,109.0,6.768184324776926,6.768184324776926,Forkhead,1.408383887923881e-20,5.6757870683332406e-18,GOF
HOXC6,322,3,5.540261527873366,0.051617343427391604,107.33333333333333,6.745954377393461,6.745954377393461,Homeodomain,3.917505004486338e-56,1.5787545168079941e-53,GOF
PLAGL1,9,906,0.1548520302821748,15.588437715072264,0.009933774834437087,-6.6534422386039225,6.6534422386039225,C2H2 ZF,3.2941169819960096e-155,1.3275291437443919e-152,LOF
CREBZF,84,0,1.445285615966965,0.0,85.0,6.409390936137702,6.409390936137702,bZIP,4.4303270433464693e-16,1.785421798468627e-13,GOF
MSX3,819,10,14.091534755677907,0.1720578114246387,81.9,6.355791546753647,6.355791546753647,Homeodomain,5.073066897091065e-138,2.044445959527699e-135,GOF
HEYL,0,79,0.0,1.3592567102546456,0.0125,-6.321928094887363,6.321928094887363,bHLH,2.217221904343783e-15,8.935404274505446e-13,LOF
ISX,697,9,11.992429456297316,0.1548520302821748,77.44444444444444,6.275089844426111,6.275089844426111,Homeodomain,8.267078807960768e-117,3.33163275960819e-114,GOF
FOXB2,66,0,1.1355815554026152,0.0,67.0,6.066089190457772,6.066089190457772,Forkhead,1.0463663624456222e-12,4.2168564406558577e-10,GOF
DLX3,657,10,11.304198210598761,0.1720578114246387,65.7,6.037821465434967,6.037821465434967,Homeodomain,1.3673355084539049e-108,5.510362099069236e-106,GOF
MYC-MAX,5,324,0.08602890571231935,5.574673090158293,0.015432098765432098,-6.017921907997263,6.017921907997263,bHLH,4.619711867814915e-54,1.8617438827294106e-51,LOF
RETN,952,15,16.379903647625603,0.258086717136958,63.46666666666667,5.987927167699425,5.987927167699425,Unknown,3.479663684819922e-156,1.4023044649824287e-153,GOF
FBXL19,62,0,1.0667584308327598,0.0,63.0,5.977279923499917,5.977279923499917,CxxC,5.8787733159264865e-12,2.369145646318374e-09,GOF
ARID5B,60,0,1.032346868547832,0.0,61.0,5.930737337562887,5.930737337562887,ARID/BRIGHT,1.3934349938036929e-11,5.615543025028883e-09,GOF
NKX1-2,609,10,10.478320715760496,0.1720578114246387,60.9,5.92837032301897,5.92837032301897,Homeodomain,6.50069274480719e-100,2.6197791761572974e-97,GOF
VSX2,1123,20,19.322092222986925,0.3441156228492774,56.15,5.811214117513239,5.811214117513239,Homeodomain,2.1215154420192086e-181,8.549707231337411e-179,GOF
